"","STL","ATL","Series Winner"
"89601","3","1","STL"
"89602","3","0","STL"
"89603","1","3","ATL"
"89604","1","3","ATL"
"89605","1","3","ATL"
"89606","3","1","STL"
"89607","2","3","ATL"
"89608","3","1","STL"
"89609","2","3","ATL"
"89610","1","3","ATL"
"89611","1","3","ATL"
"89612","0","3","ATL"
"89613","1","3","ATL"
"89614","1","3","ATL"
"89615","3","2","STL"
"89616","2","3","ATL"
"89617","3","0","STL"
"89618","2","3","ATL"
"89619","2","3","ATL"
"89620","0","3","ATL"
"89621","0","3","ATL"
"89622","1","3","ATL"
"89623","3","0","STL"
"89624","2","3","ATL"
"89625","1","3","ATL"
"89626","2","3","ATL"
"89627","2","3","ATL"
"89628","1","3","ATL"
"89629","0","3","ATL"
"89630","1","3","ATL"
"89631","3","1","STL"
"89632","3","0","STL"
"89633","3","1","STL"
"89634","1","3","ATL"
"89635","3","0","STL"
"89636","3","1","STL"
"89637","2","3","ATL"
"89638","3","1","STL"
"89639","1","3","ATL"
"89640","3","2","STL"
"89641","3","2","STL"
"89642","3","0","STL"
"89643","2","3","ATL"
"89644","2","3","ATL"
"89645","1","3","ATL"
"89646","1","3","ATL"
"89647","3","0","STL"
"89648","3","1","STL"
"89649","0","3","ATL"
"89650","2","3","ATL"
"89651","2","3","ATL"
"89652","1","3","ATL"
"89653","3","0","STL"
"89654","2","3","ATL"
"89655","1","3","ATL"
"89656","3","0","STL"
"89657","3","1","STL"
"89658","3","2","STL"
"89659","3","2","STL"
"89660","1","3","ATL"
"89661","1","3","ATL"
"89662","0","3","ATL"
"89663","3","1","STL"
"89664","3","0","STL"
"89665","3","0","STL"
"89666","3","0","STL"
"89667","2","3","ATL"
"89668","1","3","ATL"
"89669","0","3","ATL"
"89670","3","2","STL"
"89671","1","3","ATL"
"89672","3","2","STL"
"89673","3","2","STL"
"89674","1","3","ATL"
"89675","3","0","STL"
"89676","1","3","ATL"
"89677","3","0","STL"
"89678","0","3","ATL"
"89679","3","0","STL"
"89680","2","3","ATL"
"89681","1","3","ATL"
"89682","3","2","STL"
"89683","3","1","STL"
"89684","1","3","ATL"
"89685","2","3","ATL"
"89686","3","1","STL"
"89687","1","3","ATL"
"89688","3","1","STL"
"89689","3","2","STL"
"89690","2","3","ATL"
"89691","1","3","ATL"
"89692","2","3","ATL"
"89693","3","2","STL"
"89694","2","3","ATL"
"89695","1","3","ATL"
"89696","3","0","STL"
"89697","3","1","STL"
"89698","2","3","ATL"
"89699","3","0","STL"
"89700","1","3","ATL"
"89701","1","3","ATL"
"89702","3","2","STL"
"89703","3","1","STL"
"89704","3","1","STL"
"89705","1","3","ATL"
"89706","1","3","ATL"
"89707","3","2","STL"
"89708","1","3","ATL"
"89709","3","1","STL"
"89710","1","3","ATL"
"89711","3","0","STL"
"89712","0","3","ATL"
"89713","3","1","STL"
"89714","2","3","ATL"
"89715","2","3","ATL"
"89716","2","3","ATL"
"89717","3","2","STL"
"89718","2","3","ATL"
"89719","3","2","STL"
"89720","0","3","ATL"
"89721","1","3","ATL"
"89722","2","3","ATL"
"89723","2","3","ATL"
"89724","0","3","ATL"
"89725","1","3","ATL"
"89726","0","3","ATL"
"89727","2","3","ATL"
"89728","1","3","ATL"
"89729","3","2","STL"
"89730","3","0","STL"
"89731","0","3","ATL"
"89732","3","1","STL"
"89733","3","2","STL"
"89734","2","3","ATL"
"89735","3","0","STL"
"89736","0","3","ATL"
"89737","2","3","ATL"
"89738","0","3","ATL"
"89739","0","3","ATL"
"89740","3","1","STL"
"89741","3","0","STL"
"89742","0","3","ATL"
"89743","3","2","STL"
"89744","2","3","ATL"
"89745","1","3","ATL"
"89746","0","3","ATL"
"89747","2","3","ATL"
"89748","0","3","ATL"
"89749","3","1","STL"
"89750","3","2","STL"
"89751","2","3","ATL"
"89752","3","2","STL"
"89753","0","3","ATL"
"89754","1","3","ATL"
"89755","2","3","ATL"
"89756","1","3","ATL"
"89757","2","3","ATL"
"89758","3","0","STL"
"89759","2","3","ATL"
"89760","3","1","STL"
"89761","1","3","ATL"
"89762","3","0","STL"
"89763","3","0","STL"
"89764","2","3","ATL"
"89765","2","3","ATL"
"89766","0","3","ATL"
"89767","3","1","STL"
"89768","1","3","ATL"
"89769","1","3","ATL"
"89770","3","2","STL"
"89771","2","3","ATL"
"89772","3","0","STL"
"89773","1","3","ATL"
"89774","1","3","ATL"
"89775","2","3","ATL"
"89776","3","2","STL"
"89777","3","0","STL"
"89778","3","2","STL"
"89779","1","3","ATL"
"89780","2","3","ATL"
"89781","0","3","ATL"
"89782","2","3","ATL"
"89783","3","1","STL"
"89784","3","2","STL"
"89785","1","3","ATL"
"89786","2","3","ATL"
"89787","1","3","ATL"
"89788","0","3","ATL"
"89789","2","3","ATL"
"89790","1","3","ATL"
"89791","3","0","STL"
"89792","2","3","ATL"
"89793","0","3","ATL"
"89794","3","1","STL"
"89795","0","3","ATL"
"89796","3","1","STL"
"89797","1","3","ATL"
"89798","0","3","ATL"
"89799","3","0","STL"
"89800","0","3","ATL"
"89801","3","2","STL"
"89802","3","2","STL"
"89803","0","3","ATL"
"89804","2","3","ATL"
"89805","0","3","ATL"
"89806","0","3","ATL"
"89807","1","3","ATL"
"89808","2","3","ATL"
"89809","3","0","STL"
"89810","3","0","STL"
"89811","3","0","STL"
"89812","3","0","STL"
"89813","3","2","STL"
"89814","3","0","STL"
"89815","0","3","ATL"
"89816","0","3","ATL"
"89817","2","3","ATL"
"89818","2","3","ATL"
"89819","3","1","STL"
"89820","3","1","STL"
"89821","1","3","ATL"
"89822","3","0","STL"
"89823","1","3","ATL"
"89824","0","3","ATL"
"89825","1","3","ATL"
"89826","3","0","STL"
"89827","3","1","STL"
"89828","1","3","ATL"
"89829","0","3","ATL"
"89830","3","2","STL"
"89831","1","3","ATL"
"89832","3","1","STL"
"89833","3","1","STL"
"89834","1","3","ATL"
"89835","0","3","ATL"
"89836","1","3","ATL"
"89837","1","3","ATL"
"89838","0","3","ATL"
"89839","1","3","ATL"
"89840","1","3","ATL"
"89841","2","3","ATL"
"89842","1","3","ATL"
"89843","0","3","ATL"
"89844","3","1","STL"
"89845","2","3","ATL"
"89846","3","0","STL"
"89847","3","1","STL"
"89848","2","3","ATL"
"89849","1","3","ATL"
"89850","2","3","ATL"
"89851","0","3","ATL"
"89852","0","3","ATL"
"89853","0","3","ATL"
"89854","3","1","STL"
"89855","3","1","STL"
"89856","3","1","STL"
"89857","3","2","STL"
"89858","2","3","ATL"
"89859","1","3","ATL"
"89860","2","3","ATL"
"89861","3","0","STL"
"89862","1","3","ATL"
"89863","3","2","STL"
"89864","1","3","ATL"
"89865","3","1","STL"
"89866","2","3","ATL"
"89867","2","3","ATL"
"89868","3","0","STL"
"89869","2","3","ATL"
"89870","3","0","STL"
"89871","3","1","STL"
"89872","3","1","STL"
"89873","3","2","STL"
"89874","1","3","ATL"
"89875","3","2","STL"
"89876","1","3","ATL"
"89877","3","2","STL"
"89878","3","0","STL"
"89879","3","1","STL"
"89880","3","2","STL"
"89881","3","0","STL"
"89882","0","3","ATL"
"89883","0","3","ATL"
"89884","0","3","ATL"
"89885","2","3","ATL"
"89886","1","3","ATL"
"89887","0","3","ATL"
"89888","1","3","ATL"
"89889","3","2","STL"
"89890","1","3","ATL"
"89891","3","2","STL"
"89892","1","3","ATL"
"89893","1","3","ATL"
"89894","3","1","STL"
"89895","2","3","ATL"
"89896","2","3","ATL"
"89897","0","3","ATL"
"89898","1","3","ATL"
"89899","1","3","ATL"
"89900","1","3","ATL"
"89901","2","3","ATL"
"89902","3","0","STL"
"89903","2","3","ATL"
"89904","3","2","STL"
"89905","0","3","ATL"
"89906","3","1","STL"
"89907","3","2","STL"
"89908","3","1","STL"
"89909","0","3","ATL"
"89910","1","3","ATL"
"89911","3","1","STL"
"89912","3","0","STL"
"89913","1","3","ATL"
"89914","3","1","STL"
"89915","1","3","ATL"
"89916","1","3","ATL"
"89917","1","3","ATL"
"89918","0","3","ATL"
"89919","2","3","ATL"
"89920","3","0","STL"
"89921","3","2","STL"
"89922","3","1","STL"
"89923","3","2","STL"
"89924","2","3","ATL"
"89925","3","1","STL"
"89926","3","2","STL"
"89927","1","3","ATL"
"89928","3","1","STL"
"89929","1","3","ATL"
"89930","3","1","STL"
"89931","0","3","ATL"
"89932","3","1","STL"
"89933","3","0","STL"
"89934","0","3","ATL"
"89935","0","3","ATL"
"89936","3","1","STL"
"89937","3","2","STL"
"89938","1","3","ATL"
"89939","3","2","STL"
"89940","0","3","ATL"
"89941","2","3","ATL"
"89942","3","1","STL"
"89943","2","3","ATL"
"89944","3","2","STL"
"89945","3","0","STL"
"89946","0","3","ATL"
"89947","1","3","ATL"
"89948","3","2","STL"
"89949","3","2","STL"
"89950","2","3","ATL"
"89951","1","3","ATL"
"89952","3","0","STL"
"89953","1","3","ATL"
"89954","3","2","STL"
"89955","2","3","ATL"
"89956","0","3","ATL"
"89957","2","3","ATL"
"89958","2","3","ATL"
"89959","1","3","ATL"
"89960","3","1","STL"
"89961","3","2","STL"
"89962","3","0","STL"
"89963","3","1","STL"
"89964","2","3","ATL"
"89965","1","3","ATL"
"89966","3","1","STL"
"89967","1","3","ATL"
"89968","3","1","STL"
"89969","3","0","STL"
"89970","0","3","ATL"
"89971","2","3","ATL"
"89972","2","3","ATL"
"89973","3","1","STL"
"89974","2","3","ATL"
"89975","3","0","STL"
"89976","3","1","STL"
"89977","2","3","ATL"
"89978","3","1","STL"
"89979","3","2","STL"
"89980","3","0","STL"
"89981","1","3","ATL"
"89982","2","3","ATL"
"89983","2","3","ATL"
"89984","3","1","STL"
"89985","1","3","ATL"
"89986","1","3","ATL"
"89987","3","0","STL"
"89988","2","3","ATL"
"89989","0","3","ATL"
"89990","3","0","STL"
"89991","3","2","STL"
"89992","3","0","STL"
"89993","3","1","STL"
"89994","3","0","STL"
"89995","1","3","ATL"
"89996","3","1","STL"
"89997","3","2","STL"
"89998","0","3","ATL"
"89999","1","3","ATL"
"90000","3","2","STL"
"90001","0","3","ATL"
"90002","3","2","STL"
"90003","3","2","STL"
"90004","3","2","STL"
"90005","3","2","STL"
"90006","0","3","ATL"
"90007","3","1","STL"
"90008","3","2","STL"
"90009","3","0","STL"
"90010","3","1","STL"
"90011","2","3","ATL"
"90012","0","3","ATL"
"90013","2","3","ATL"
"90014","1","3","ATL"
"90015","2","3","ATL"
"90016","3","2","STL"
"90017","3","2","STL"
"90018","3","0","STL"
"90019","3","2","STL"
"90020","3","0","STL"
"90021","2","3","ATL"
"90022","3","0","STL"
"90023","3","1","STL"
"90024","3","2","STL"
"90025","3","1","STL"
"90026","0","3","ATL"
"90027","3","2","STL"
"90028","3","0","STL"
"90029","3","1","STL"
"90030","0","3","ATL"
"90031","2","3","ATL"
"90032","2","3","ATL"
"90033","1","3","ATL"
"90034","2","3","ATL"
"90035","2","3","ATL"
"90036","1","3","ATL"
"90037","1","3","ATL"
"90038","0","3","ATL"
"90039","3","2","STL"
"90040","3","1","STL"
"90041","1","3","ATL"
"90042","2","3","ATL"
"90043","3","2","STL"
"90044","0","3","ATL"
"90045","3","2","STL"
"90046","3","0","STL"
"90047","0","3","ATL"
"90048","2","3","ATL"
"90049","1","3","ATL"
"90050","3","1","STL"
"90051","1","3","ATL"
"90052","3","1","STL"
"90053","2","3","ATL"
"90054","3","1","STL"
"90055","3","0","STL"
"90056","1","3","ATL"
"90057","1","3","ATL"
"90058","1","3","ATL"
"90059","3","1","STL"
"90060","3","2","STL"
"90061","1","3","ATL"
"90062","3","1","STL"
"90063","0","3","ATL"
"90064","3","2","STL"
"90065","3","2","STL"
"90066","2","3","ATL"
"90067","2","3","ATL"
"90068","3","0","STL"
"90069","2","3","ATL"
"90070","3","2","STL"
"90071","0","3","ATL"
"90072","1","3","ATL"
"90073","1","3","ATL"
"90074","3","1","STL"
"90075","2","3","ATL"
"90076","3","2","STL"
"90077","3","0","STL"
"90078","0","3","ATL"
"90079","0","3","ATL"
"90080","0","3","ATL"
"90081","3","1","STL"
"90082","1","3","ATL"
"90083","3","0","STL"
"90084","0","3","ATL"
"90085","0","3","ATL"
"90086","3","0","STL"
"90087","2","3","ATL"
"90088","3","2","STL"
"90089","3","2","STL"
"90090","3","0","STL"
"90091","2","3","ATL"
"90092","3","2","STL"
"90093","1","3","ATL"
"90094","3","0","STL"
"90095","2","3","ATL"
"90096","3","1","STL"
"90097","3","2","STL"
"90098","3","0","STL"
"90099","0","3","ATL"
"90100","0","3","ATL"
"90101","0","3","ATL"
"90102","3","1","STL"
"90103","3","1","STL"
"90104","3","1","STL"
"90105","2","3","ATL"
"90106","1","3","ATL"
"90107","3","1","STL"
"90108","3","2","STL"
"90109","2","3","ATL"
"90110","1","3","ATL"
"90111","2","3","ATL"
"90112","0","3","ATL"
"90113","3","2","STL"
"90114","2","3","ATL"
"90115","3","2","STL"
"90116","1","3","ATL"
"90117","2","3","ATL"
"90118","2","3","ATL"
"90119","2","3","ATL"
"90120","3","1","STL"
"90121","2","3","ATL"
"90122","1","3","ATL"
"90123","3","1","STL"
"90124","1","3","ATL"
"90125","3","1","STL"
"90126","3","1","STL"
"90127","1","3","ATL"
"90128","2","3","ATL"
"90129","3","2","STL"
"90130","1","3","ATL"
"90131","3","2","STL"
"90132","1","3","ATL"
"90133","2","3","ATL"
"90134","3","1","STL"
"90135","1","3","ATL"
"90136","0","3","ATL"
"90137","2","3","ATL"
"90138","3","0","STL"
"90139","0","3","ATL"
"90140","2","3","ATL"
"90141","3","0","STL"
"90142","2","3","ATL"
"90143","3","0","STL"
"90144","3","2","STL"
"90145","3","1","STL"
"90146","2","3","ATL"
"90147","3","1","STL"
"90148","2","3","ATL"
"90149","3","0","STL"
"90150","2","3","ATL"
"90151","1","3","ATL"
"90152","3","0","STL"
"90153","1","3","ATL"
"90154","0","3","ATL"
"90155","1","3","ATL"
"90156","2","3","ATL"
"90157","3","2","STL"
"90158","0","3","ATL"
"90159","3","0","STL"
"90160","1","3","ATL"
"90161","3","2","STL"
"90162","2","3","ATL"
"90163","3","1","STL"
"90164","3","2","STL"
"90165","2","3","ATL"
"90166","3","1","STL"
"90167","3","0","STL"
"90168","2","3","ATL"
"90169","3","0","STL"
"90170","0","3","ATL"
"90171","2","3","ATL"
"90172","2","3","ATL"
"90173","0","3","ATL"
"90174","1","3","ATL"
"90175","3","0","STL"
"90176","1","3","ATL"
"90177","2","3","ATL"
"90178","2","3","ATL"
"90179","1","3","ATL"
"90180","3","0","STL"
"90181","3","2","STL"
"90182","3","2","STL"
"90183","1","3","ATL"
"90184","0","3","ATL"
"90185","2","3","ATL"
"90186","0","3","ATL"
"90187","2","3","ATL"
"90188","3","2","STL"
"90189","3","2","STL"
"90190","3","2","STL"
"90191","0","3","ATL"
"90192","0","3","ATL"
"90193","2","3","ATL"
"90194","0","3","ATL"
"90195","3","1","STL"
"90196","0","3","ATL"
"90197","2","3","ATL"
"90198","3","1","STL"
"90199","0","3","ATL"
"90200","3","2","STL"
"90201","3","2","STL"
"90202","3","2","STL"
"90203","0","3","ATL"
"90204","3","1","STL"
"90205","3","2","STL"
"90206","3","2","STL"
"90207","1","3","ATL"
"90208","3","1","STL"
"90209","3","0","STL"
"90210","1","3","ATL"
"90211","3","1","STL"
"90212","0","3","ATL"
"90213","2","3","ATL"
"90214","3","1","STL"
"90215","3","2","STL"
"90216","3","2","STL"
"90217","1","3","ATL"
"90218","1","3","ATL"
"90219","1","3","ATL"
"90220","3","2","STL"
"90221","0","3","ATL"
"90222","1","3","ATL"
"90223","0","3","ATL"
"90224","3","1","STL"
"90225","0","3","ATL"
"90226","0","3","ATL"
"90227","3","2","STL"
"90228","2","3","ATL"
"90229","2","3","ATL"
"90230","2","3","ATL"
"90231","3","0","STL"
"90232","3","2","STL"
"90233","1","3","ATL"
"90234","2","3","ATL"
"90235","2","3","ATL"
"90236","3","0","STL"
"90237","2","3","ATL"
"90238","0","3","ATL"
"90239","3","2","STL"
"90240","1","3","ATL"
"90241","3","2","STL"
"90242","1","3","ATL"
"90243","3","1","STL"
"90244","3","2","STL"
"90245","2","3","ATL"
"90246","3","1","STL"
"90247","0","3","ATL"
"90248","2","3","ATL"
"90249","1","3","ATL"
"90250","1","3","ATL"
"90251","3","1","STL"
"90252","3","2","STL"
"90253","3","1","STL"
"90254","2","3","ATL"
"90255","3","2","STL"
"90256","1","3","ATL"
"90257","3","2","STL"
"90258","3","2","STL"
"90259","2","3","ATL"
"90260","3","0","STL"
"90261","3","0","STL"
"90262","2","3","ATL"
"90263","0","3","ATL"
"90264","0","3","ATL"
"90265","3","2","STL"
"90266","1","3","ATL"
"90267","2","3","ATL"
"90268","3","0","STL"
"90269","3","0","STL"
"90270","2","3","ATL"
"90271","1","3","ATL"
"90272","2","3","ATL"
"90273","0","3","ATL"
"90274","2","3","ATL"
"90275","3","2","STL"
"90276","3","1","STL"
"90277","3","0","STL"
"90278","3","2","STL"
"90279","3","2","STL"
"90280","2","3","ATL"
"90281","2","3","ATL"
"90282","0","3","ATL"
"90283","1","3","ATL"
"90284","0","3","ATL"
"90285","0","3","ATL"
"90286","0","3","ATL"
"90287","1","3","ATL"
"90288","3","1","STL"
"90289","0","3","ATL"
"90290","3","1","STL"
"90291","3","2","STL"
"90292","3","2","STL"
"90293","2","3","ATL"
"90294","3","2","STL"
"90295","2","3","ATL"
"90296","2","3","ATL"
"90297","0","3","ATL"
"90298","0","3","ATL"
"90299","1","3","ATL"
"90300","2","3","ATL"
"90301","2","3","ATL"
"90302","0","3","ATL"
"90303","3","2","STL"
"90304","1","3","ATL"
"90305","3","1","STL"
"90306","0","3","ATL"
"90307","3","0","STL"
"90308","3","1","STL"
"90309","3","1","STL"
"90310","2","3","ATL"
"90311","3","1","STL"
"90312","3","1","STL"
"90313","3","0","STL"
"90314","3","2","STL"
"90315","3","0","STL"
"90316","0","3","ATL"
"90317","0","3","ATL"
"90318","2","3","ATL"
"90319","1","3","ATL"
"90320","1","3","ATL"
"90321","0","3","ATL"
"90322","0","3","ATL"
"90323","2","3","ATL"
"90324","3","2","STL"
"90325","2","3","ATL"
"90326","1","3","ATL"
"90327","3","0","STL"
"90328","2","3","ATL"
"90329","1","3","ATL"
"90330","3","1","STL"
"90331","2","3","ATL"
"90332","0","3","ATL"
"90333","1","3","ATL"
"90334","2","3","ATL"
"90335","3","0","STL"
"90336","2","3","ATL"
"90337","0","3","ATL"
"90338","1","3","ATL"
"90339","3","1","STL"
"90340","0","3","ATL"
"90341","0","3","ATL"
"90342","2","3","ATL"
"90343","3","2","STL"
"90344","3","2","STL"
"90345","0","3","ATL"
"90346","3","2","STL"
"90347","2","3","ATL"
"90348","3","2","STL"
"90349","3","1","STL"
"90350","3","1","STL"
"90351","1","3","ATL"
"90352","1","3","ATL"
"90353","2","3","ATL"
"90354","3","2","STL"
"90355","3","1","STL"
"90356","3","2","STL"
"90357","3","2","STL"
"90358","3","2","STL"
"90359","1","3","ATL"
"90360","2","3","ATL"
"90361","3","1","STL"
"90362","3","0","STL"
"90363","1","3","ATL"
"90364","2","3","ATL"
"90365","2","3","ATL"
"90366","0","3","ATL"
"90367","2","3","ATL"
"90368","1","3","ATL"
"90369","2","3","ATL"
"90370","2","3","ATL"
"90371","0","3","ATL"
"90372","0","3","ATL"
"90373","1","3","ATL"
"90374","3","0","STL"
"90375","3","2","STL"
"90376","3","1","STL"
"90377","3","1","STL"
"90378","2","3","ATL"
"90379","1","3","ATL"
"90380","3","0","STL"
"90381","1","3","ATL"
"90382","2","3","ATL"
"90383","3","0","STL"
"90384","3","0","STL"
"90385","3","0","STL"
"90386","3","2","STL"
"90387","2","3","ATL"
"90388","1","3","ATL"
"90389","2","3","ATL"
"90390","0","3","ATL"
"90391","3","2","STL"
"90392","1","3","ATL"
"90393","2","3","ATL"
"90394","3","2","STL"
"90395","0","3","ATL"
"90396","0","3","ATL"
"90397","3","1","STL"
"90398","0","3","ATL"
"90399","3","1","STL"
"90400","1","3","ATL"
"90401","3","2","STL"
"90402","1","3","ATL"
"90403","2","3","ATL"
"90404","3","2","STL"
"90405","3","0","STL"
"90406","1","3","ATL"
"90407","3","1","STL"
"90408","2","3","ATL"
"90409","2","3","ATL"
"90410","0","3","ATL"
"90411","2","3","ATL"
"90412","0","3","ATL"
"90413","2","3","ATL"
"90414","1","3","ATL"
"90415","1","3","ATL"
"90416","2","3","ATL"
"90417","0","3","ATL"
"90418","3","2","STL"
"90419","2","3","ATL"
"90420","2","3","ATL"
"90421","1","3","ATL"
"90422","1","3","ATL"
"90423","3","2","STL"
"90424","0","3","ATL"
"90425","1","3","ATL"
"90426","3","2","STL"
"90427","2","3","ATL"
"90428","2","3","ATL"
"90429","3","2","STL"
"90430","3","1","STL"
"90431","3","1","STL"
"90432","3","1","STL"
"90433","3","1","STL"
"90434","2","3","ATL"
"90435","2","3","ATL"
"90436","2","3","ATL"
"90437","3","2","STL"
"90438","3","0","STL"
"90439","3","0","STL"
"90440","2","3","ATL"
"90441","2","3","ATL"
"90442","0","3","ATL"
"90443","0","3","ATL"
"90444","0","3","ATL"
"90445","2","3","ATL"
"90446","3","2","STL"
"90447","2","3","ATL"
"90448","2","3","ATL"
"90449","2","3","ATL"
"90450","2","3","ATL"
"90451","2","3","ATL"
"90452","3","1","STL"
"90453","0","3","ATL"
"90454","1","3","ATL"
"90455","0","3","ATL"
"90456","2","3","ATL"
"90457","2","3","ATL"
"90458","3","0","STL"
"90459","1","3","ATL"
"90460","0","3","ATL"
"90461","1","3","ATL"
"90462","3","2","STL"
"90463","1","3","ATL"
"90464","3","1","STL"
"90465","1","3","ATL"
"90466","0","3","ATL"
"90467","2","3","ATL"
"90468","1","3","ATL"
"90469","3","0","STL"
"90470","3","2","STL"
"90471","2","3","ATL"
"90472","3","1","STL"
"90473","1","3","ATL"
"90474","3","2","STL"
"90475","0","3","ATL"
"90476","1","3","ATL"
"90477","1","3","ATL"
"90478","2","3","ATL"
"90479","3","1","STL"
"90480","1","3","ATL"
"90481","2","3","ATL"
"90482","1","3","ATL"
"90483","3","0","STL"
"90484","3","0","STL"
"90485","3","0","STL"
"90486","3","2","STL"
"90487","3","1","STL"
"90488","1","3","ATL"
"90489","3","0","STL"
"90490","2","3","ATL"
"90491","1","3","ATL"
"90492","3","1","STL"
"90493","1","3","ATL"
"90494","1","3","ATL"
"90495","2","3","ATL"
"90496","3","1","STL"
"90497","2","3","ATL"
"90498","1","3","ATL"
"90499","1","3","ATL"
"90500","2","3","ATL"
"90501","3","0","STL"
"90502","3","0","STL"
"90503","3","2","STL"
"90504","1","3","ATL"
"90505","0","3","ATL"
"90506","2","3","ATL"
"90507","1","3","ATL"
"90508","1","3","ATL"
"90509","3","0","STL"
"90510","0","3","ATL"
"90511","3","1","STL"
"90512","0","3","ATL"
"90513","2","3","ATL"
"90514","2","3","ATL"
"90515","3","0","STL"
"90516","3","1","STL"
"90517","0","3","ATL"
"90518","1","3","ATL"
"90519","3","0","STL"
"90520","3","0","STL"
"90521","1","3","ATL"
"90522","2","3","ATL"
"90523","3","2","STL"
"90524","3","1","STL"
"90525","2","3","ATL"
"90526","1","3","ATL"
"90527","2","3","ATL"
"90528","3","2","STL"
"90529","3","1","STL"
"90530","3","1","STL"
"90531","2","3","ATL"
"90532","1","3","ATL"
"90533","0","3","ATL"
"90534","3","1","STL"
"90535","3","2","STL"
"90536","3","2","STL"
"90537","1","3","ATL"
"90538","0","3","ATL"
"90539","0","3","ATL"
"90540","3","0","STL"
"90541","3","2","STL"
"90542","2","3","ATL"
"90543","3","2","STL"
"90544","3","2","STL"
"90545","3","1","STL"
"90546","3","2","STL"
"90547","2","3","ATL"
"90548","3","0","STL"
"90549","1","3","ATL"
"90550","1","3","ATL"
"90551","1","3","ATL"
"90552","0","3","ATL"
"90553","1","3","ATL"
"90554","2","3","ATL"
"90555","3","1","STL"
"90556","2","3","ATL"
"90557","2","3","ATL"
"90558","3","0","STL"
"90559","3","1","STL"
"90560","1","3","ATL"
"90561","3","0","STL"
"90562","3","0","STL"
"90563","2","3","ATL"
"90564","0","3","ATL"
"90565","1","3","ATL"
"90566","0","3","ATL"
"90567","3","0","STL"
"90568","1","3","ATL"
"90569","2","3","ATL"
"90570","3","0","STL"
"90571","3","0","STL"
"90572","3","0","STL"
"90573","1","3","ATL"
"90574","0","3","ATL"
"90575","3","0","STL"
"90576","2","3","ATL"
"90577","1","3","ATL"
"90578","2","3","ATL"
"90579","3","1","STL"
"90580","3","0","STL"
"90581","1","3","ATL"
"90582","3","2","STL"
"90583","0","3","ATL"
"90584","2","3","ATL"
"90585","3","0","STL"
"90586","1","3","ATL"
"90587","1","3","ATL"
"90588","3","0","STL"
"90589","2","3","ATL"
"90590","3","1","STL"
"90591","3","1","STL"
"90592","2","3","ATL"
"90593","1","3","ATL"
"90594","3","0","STL"
"90595","3","2","STL"
"90596","3","2","STL"
"90597","3","0","STL"
"90598","2","3","ATL"
"90599","3","2","STL"
"90600","1","3","ATL"
"90601","1","3","ATL"
"90602","0","3","ATL"
"90603","3","1","STL"
"90604","0","3","ATL"
"90605","3","1","STL"
"90606","3","2","STL"
"90607","1","3","ATL"
"90608","3","1","STL"
"90609","2","3","ATL"
"90610","3","0","STL"
"90611","0","3","ATL"
"90612","2","3","ATL"
"90613","1","3","ATL"
"90614","3","0","STL"
"90615","2","3","ATL"
"90616","3","2","STL"
"90617","0","3","ATL"
"90618","0","3","ATL"
"90619","1","3","ATL"
"90620","2","3","ATL"
"90621","1","3","ATL"
"90622","1","3","ATL"
"90623","3","2","STL"
"90624","1","3","ATL"
"90625","3","0","STL"
"90626","2","3","ATL"
"90627","3","1","STL"
"90628","2","3","ATL"
"90629","2","3","ATL"
"90630","2","3","ATL"
"90631","2","3","ATL"
"90632","2","3","ATL"
"90633","1","3","ATL"
"90634","1","3","ATL"
"90635","3","0","STL"
"90636","3","1","STL"
"90637","3","0","STL"
"90638","1","3","ATL"
"90639","3","2","STL"
"90640","2","3","ATL"
"90641","3","2","STL"
"90642","3","0","STL"
"90643","0","3","ATL"
"90644","1","3","ATL"
"90645","0","3","ATL"
"90646","1","3","ATL"
"90647","1","3","ATL"
"90648","3","1","STL"
"90649","3","0","STL"
"90650","3","1","STL"
"90651","2","3","ATL"
"90652","3","2","STL"
"90653","2","3","ATL"
"90654","3","2","STL"
"90655","3","1","STL"
"90656","2","3","ATL"
"90657","2","3","ATL"
"90658","2","3","ATL"
"90659","0","3","ATL"
"90660","3","2","STL"
"90661","2","3","ATL"
"90662","1","3","ATL"
"90663","2","3","ATL"
"90664","1","3","ATL"
"90665","3","2","STL"
"90666","3","1","STL"
"90667","3","2","STL"
"90668","3","2","STL"
"90669","0","3","ATL"
"90670","0","3","ATL"
"90671","3","2","STL"
"90672","0","3","ATL"
"90673","3","2","STL"
"90674","3","1","STL"
"90675","1","3","ATL"
"90676","3","0","STL"
"90677","3","2","STL"
"90678","1","3","ATL"
"90679","1","3","ATL"
"90680","3","1","STL"
"90681","1","3","ATL"
"90682","1","3","ATL"
"90683","2","3","ATL"
"90684","1","3","ATL"
"90685","3","1","STL"
"90686","2","3","ATL"
"90687","3","2","STL"
"90688","3","2","STL"
"90689","1","3","ATL"
"90690","3","2","STL"
"90691","1","3","ATL"
"90692","1","3","ATL"
"90693","1","3","ATL"
"90694","2","3","ATL"
"90695","3","2","STL"
"90696","3","1","STL"
"90697","2","3","ATL"
"90698","3","1","STL"
"90699","3","1","STL"
"90700","0","3","ATL"
"90701","1","3","ATL"
"90702","2","3","ATL"
"90703","3","0","STL"
"90704","3","0","STL"
"90705","0","3","ATL"
"90706","1","3","ATL"
"90707","2","3","ATL"
"90708","1","3","ATL"
"90709","3","2","STL"
"90710","3","1","STL"
"90711","3","1","STL"
