"","TBR","OAK","Winner"
"20687","2","3","OAK"
"20688","1","5","OAK"
"20689","4","4","TBR"
"20690","7","11","OAK"
"20691","4","0","TBR"
"20692","6","4","TBR"
"20693","11","2","TBR"
"20694","5","5","TBR"
"20695","5","4","TBR"
"20696","4","7","OAK"
"20697","5","1","TBR"
"20698","1","5","OAK"
"20699","2","1","TBR"
"20700","3","6","OAK"
"20701","6","1","TBR"
"20702","7","3","TBR"
"20703","1","5","OAK"
"20704","8","10","OAK"
"20705","1","3","OAK"
"20706","1","10","OAK"
"20707","7","7","OAK"
"20708","4","4","OAK"
"20709","4","4","TBR"
"20710","4","12","OAK"
"20711","0","2","OAK"
"20712","1","7","OAK"
"20713","2","7","OAK"
"20714","5","2","TBR"
"20715","7","8","OAK"
"20716","6","4","TBR"
"20717","1","2","OAK"
"20718","2","3","OAK"
"20719","7","6","TBR"
"20720","8","2","TBR"
"20721","0","0","TBR"
"20722","4","7","OAK"
"20723","6","7","OAK"
"20724","4","1","TBR"
"20725","4","7","OAK"
"20726","0","7","OAK"
"20727","0","8","OAK"
"20728","4","2","TBR"
"20729","2","2","OAK"
"20730","3","4","OAK"
"20731","7","12","OAK"
"20732","5","5","OAK"
"20733","6","5","TBR"
"20734","9","2","TBR"
"20735","7","4","TBR"
"20736","7","8","OAK"
"20737","3","8","OAK"
"20738","5","8","OAK"
"20739","0","4","OAK"
"20740","6","1","TBR"
"20741","12","3","TBR"
"20742","3","6","OAK"
"20743","8","4","TBR"
"20744","6","1","TBR"
"20745","1","5","OAK"
"20746","9","10","OAK"
"20747","9","5","TBR"
"20748","0","8","OAK"
"20749","2","2","TBR"
"20750","6","11","OAK"
"20751","3","2","TBR"
"20752","2","5","OAK"
"20753","5","9","OAK"
"20754","2","4","OAK"
"20755","1","4","OAK"
"20756","4","8","OAK"
"20757","4","1","TBR"
"20758","4","15","OAK"
"20759","4","14","OAK"
"20760","8","3","TBR"
"20761","5","4","TBR"
"20762","2","6","OAK"
"20763","8","16","OAK"
"20764","3","5","OAK"
"20765","2","3","OAK"
"20766","5","4","TBR"
"20767","3","1","TBR"
"20768","1","5","OAK"
"20769","3","8","OAK"
"20770","3","4","OAK"
"20771","3","9","OAK"
"20772","2","3","OAK"
"20773","5","3","TBR"
"20774","7","4","TBR"
"20775","6","12","OAK"
"20776","1","5","OAK"
"20777","7","6","TBR"
"20778","2","1","TBR"
"20779","6","8","OAK"
"20780","11","5","TBR"
"20781","6","1","TBR"
"20782","6","6","TBR"
"20783","4","1","TBR"
"20784","12","3","TBR"
"20785","10","1","TBR"
"20786","3","0","TBR"
"20787","1","3","OAK"
"20788","9","3","TBR"
"20789","1","6","OAK"
"20790","6","0","TBR"
"20791","6","8","OAK"
"20792","3","3","OAK"
"20793","3","7","OAK"
"20794","6","1","TBR"
"20795","5","10","OAK"
"20796","6","5","TBR"
"20797","6","1","TBR"
"20798","4","4","TBR"
"20799","5","5","TBR"
"20800","3","6","OAK"
"20801","6","8","OAK"
"20802","12","1","TBR"
"20803","3","1","TBR"
"20804","8","0","TBR"
"20805","5","4","TBR"
"20806","3","5","OAK"
"20807","6","8","OAK"
"20808","5","6","OAK"
"20809","7","4","TBR"
"20810","4","1","TBR"
"20811","5","3","TBR"
"20812","6","8","OAK"
"20813","3","0","TBR"
"20814","6","4","TBR"
"20815","2","0","TBR"
"20816","7","4","TBR"
"20817","4","3","TBR"
"20818","1","6","OAK"
"20819","3","6","OAK"
"20820","0","2","OAK"
"20821","8","8","OAK"
"20822","0","3","OAK"
"20823","5","8","OAK"
"20824","1","3","OAK"
"20825","3","1","TBR"
"20826","5","3","TBR"
"20827","8","3","TBR"
"20828","5","2","TBR"
"20829","4","5","OAK"
"20830","12","0","TBR"
"20831","5","1","TBR"
"20832","6","10","OAK"
"20833","6","7","OAK"
"20834","7","0","TBR"
"20835","7","6","TBR"
"20836","10","7","TBR"
"20837","2","11","OAK"
"20838","4","8","OAK"
"20839","4","10","OAK"
"20840","9","2","TBR"
"20841","8","0","TBR"
"20842","13","2","TBR"
"20843","3","4","OAK"
"20844","6","7","OAK"
"20845","2","4","OAK"
"20846","1","6","OAK"
"20847","1","2","OAK"
"20848","5","1","TBR"
"20849","1","4","OAK"
"20850","5","3","TBR"
"20851","7","3","TBR"
"20852","1","2","OAK"
"20853","5","11","OAK"
"20854","7","7","TBR"
"20855","4","7","OAK"
"20856","9","1","TBR"
"20857","1","6","OAK"
"20858","3","3","TBR"
"20859","10","5","TBR"
"20860","3","3","OAK"
"20861","5","2","TBR"
"20862","6","4","TBR"
"20863","1","0","TBR"
"20864","8","6","TBR"
"20865","2","6","OAK"
"20866","7","3","TBR"
"20867","2","10","OAK"
"20868","10","8","TBR"
"20869","4","0","TBR"
"20870","9","7","TBR"
"20871","9","2","TBR"
"20872","4","2","TBR"
"20873","7","2","TBR"
"20874","4","2","TBR"
"20875","3","6","OAK"
"20876","7","6","TBR"
"20877","10","5","TBR"
"20878","9","9","TBR"
"20879","0","5","OAK"
"20880","5","6","OAK"
"20881","4","8","OAK"
"20882","4","1","TBR"
"20883","3","0","TBR"
"20884","2","7","OAK"
"20885","1","7","OAK"
"20886","5","6","OAK"
"20887","8","6","TBR"
"20888","7","5","TBR"
"20889","0","1","OAK"
"20890","9","6","TBR"
"20891","3","8","OAK"
"20892","7","13","OAK"
"20893","3","6","OAK"
"20894","11","7","TBR"
"20895","8","6","TBR"
"20896","5","3","TBR"
"20897","14","8","TBR"
"20898","4","1","TBR"
"20899","9","9","TBR"
"20900","4","4","TBR"
"20901","11","1","TBR"
"20902","11","3","TBR"
"20903","6","1","TBR"
"20904","1","9","OAK"
"20905","9","10","OAK"
"20906","7","3","TBR"
"20907","10","8","TBR"
"20908","3","8","OAK"
"20909","0","7","OAK"
"20910","4","1","TBR"
"20911","5","0","TBR"
"20912","7","8","OAK"
"20913","7","1","TBR"
"20914","5","7","OAK"
"20915","5","5","TBR"
"20916","7","6","TBR"
"20917","7","3","TBR"
"20918","3","3","TBR"
"20919","14","4","TBR"
"20920","7","6","TBR"
"20921","8","10","OAK"
"20922","6","2","TBR"
"20923","5","7","OAK"
"20924","7","18","OAK"
"20925","7","4","TBR"
"20926","8","4","TBR"
"20927","8","8","TBR"
"20928","6","0","TBR"
"20929","3","11","OAK"
"20930","3","12","OAK"
"20931","4","3","TBR"
"20932","4","8","OAK"
"20933","7","8","OAK"
"20934","7","10","OAK"
"20935","8","3","TBR"
"20936","2","8","OAK"
"20937","14","7","TBR"
"20938","5","3","TBR"
"20939","1","8","OAK"
"20940","6","6","OAK"
"20941","4","5","OAK"
"20942","5","3","TBR"
"20943","2","4","OAK"
"20944","3","6","OAK"
"20945","3","5","OAK"
"20946","11","7","TBR"
"20947","1","3","OAK"
"20948","3","10","OAK"
"20949","11","7","TBR"
"20950","4","2","TBR"
"20951","10","11","OAK"
"20952","5","7","OAK"
"20953","4","0","TBR"
"20954","11","6","TBR"
"20955","7","1","TBR"
"20956","4","2","TBR"
"20957","7","4","TBR"
"20958","14","7","TBR"
"20959","6","7","OAK"
"20960","6","4","TBR"
"20961","8","2","TBR"
"20962","7","6","TBR"
"20963","9","3","TBR"
"20964","16","2","TBR"
"20965","6","0","TBR"
"20966","0","5","OAK"
"20967","5","3","TBR"
"20968","7","2","TBR"
"20969","4","4","TBR"
"20970","9","5","TBR"
"20971","7","6","TBR"
"20972","6","8","OAK"
"20973","5","5","TBR"
"20974","5","5","OAK"
"20975","2","5","OAK"
"20976","3","10","OAK"
"20977","13","5","TBR"
"20978","3","8","OAK"
"20979","0","6","OAK"
"20980","5","4","TBR"
"20981","4","8","OAK"
"20982","0","2","OAK"
"20983","7","4","TBR"
"20984","2","1","TBR"
"20985","7","1","TBR"
"20986","3","2","TBR"
"20987","3","11","OAK"
"20988","7","4","TBR"
"20989","4","0","TBR"
"20990","2","4","OAK"
"20991","5","6","OAK"
"20992","4","0","TBR"
"20993","1","1","OAK"
"20994","3","3","OAK"
"20995","3","6","OAK"
"20996","5","7","OAK"
"20997","1","2","OAK"
"20998","1","6","OAK"
"20999","1","5","OAK"
"21000","1","8","OAK"
"21001","2","4","OAK"
"21002","2","2","TBR"
"21003","3","13","OAK"
"21004","3","13","OAK"
"21005","3","7","OAK"
"21006","1","5","OAK"
"21007","3","6","OAK"
"21008","6","10","OAK"
"21009","4","3","TBR"
"21010","2","15","OAK"
"21011","9","3","TBR"
"21012","9","6","TBR"
"21013","4","3","TBR"
"21014","9","3","TBR"
"21015","0","11","OAK"
"21016","5","7","OAK"
"21017","5","0","TBR"
"21018","6","3","TBR"
"21019","6","6","OAK"
"21020","3","10","OAK"
"21021","5","4","TBR"
"21022","7","6","TBR"
"21023","3","2","TBR"
"21024","5","3","TBR"
"21025","5","4","TBR"
"21026","2","3","OAK"
"21027","4","1","TBR"
"21028","0","5","OAK"
"21029","8","5","TBR"
"21030","0","3","OAK"
"21031","7","10","OAK"
"21032","1","11","OAK"
"21033","7","6","TBR"
"21034","7","3","TBR"
"21035","4","6","OAK"
"21036","9","11","OAK"
"21037","3","2","TBR"
"21038","10","8","TBR"
"21039","0","15","OAK"
"21040","3","4","OAK"
"21041","6","3","TBR"
"21042","5","7","OAK"
"21043","4","2","TBR"
"21044","4","9","OAK"
"21045","0","8","OAK"
"21046","14","4","TBR"
"21047","4","2","TBR"
"21048","3","11","OAK"
"21049","0","4","OAK"
"21050","6","10","OAK"
"21051","3","3","TBR"
"21052","7","1","TBR"
"21053","2","5","OAK"
"21054","4","6","OAK"
"21055","1","4","OAK"
"21056","4","5","OAK"
"21057","5","5","TBR"
"21058","6","6","TBR"
"21059","3","7","OAK"
"21060","10","8","TBR"
"21061","2","7","OAK"
"21062","8","3","TBR"
"21063","5","0","TBR"
"21064","4","10","OAK"
"21065","4","11","OAK"
"21066","4","9","OAK"
"21067","12","5","TBR"
"21068","3","2","TBR"
"21069","1","3","OAK"
"21070","5","3","TBR"
"21071","4","2","TBR"
"21072","2","4","OAK"
"21073","12","0","TBR"
"21074","7","5","TBR"
"21075","2","12","OAK"
"21076","7","14","OAK"
"21077","2","2","OAK"
"21078","10","3","TBR"
"21079","4","7","OAK"
"21080","6","4","TBR"
"21081","7","5","TBR"
"21082","6","12","OAK"
"21083","3","9","OAK"
"21084","9","5","TBR"
"21085","5","4","TBR"
"21086","4","3","TBR"
"21087","12","4","TBR"
"21088","3","6","OAK"
"21089","6","8","OAK"
"21090","8","8","TBR"
"21091","8","8","OAK"
"21092","6","7","OAK"
"21093","2","3","OAK"
"21094","0","1","OAK"
"21095","11","0","TBR"
"21096","5","2","TBR"
"21097","5","5","OAK"
"21098","3","2","TBR"
"21099","1","6","OAK"
"21100","5","5","TBR"
"21101","8","5","TBR"
"21102","6","3","TBR"
"21103","3","4","OAK"
"21104","7","3","TBR"
"21105","4","12","OAK"
"21106","3","7","OAK"
"21107","9","5","TBR"
"21108","2","4","OAK"
"21109","2","2","TBR"
"21110","0","5","OAK"
"21111","5","5","OAK"
"21112","1","7","OAK"
"21113","9","3","TBR"
"21114","6","2","TBR"
"21115","3","5","OAK"
"21116","4","2","TBR"
"21117","5","3","TBR"
"21118","3","4","OAK"
"21119","3","5","OAK"
"21120","3","2","TBR"
"21121","8","0","TBR"
"21122","3","8","OAK"
"21123","1","3","OAK"
"21124","6","8","OAK"
"21125","6","4","TBR"
"21126","3","4","OAK"
"21127","5","1","TBR"
"21128","0","1","OAK"
"21129","4","9","OAK"
"21130","1","9","OAK"
"21131","4","0","TBR"
"21132","3","4","OAK"
"21133","6","3","TBR"
"21134","2","2","OAK"
"21135","2","4","OAK"
"21136","4","7","OAK"
"21137","3","2","TBR"
"21138","10","7","TBR"
"21139","3","6","OAK"
"21140","3","10","OAK"
"21141","5","1","TBR"
"21142","11","7","TBR"
"21143","1","4","OAK"
"21144","1","6","OAK"
"21145","8","4","TBR"
"21146","9","2","TBR"
"21147","5","2","TBR"
"21148","3","3","TBR"
"21149","7","5","TBR"
"21150","3","6","OAK"
"21151","4","4","OAK"
"21152","7","5","TBR"
"21153","6","14","OAK"
"21154","0","8","OAK"
"21155","21","2","TBR"
"21156","6","4","TBR"
"21157","5","6","OAK"
"21158","1","7","OAK"
"21159","2","4","OAK"
"21160","0","1","OAK"
"21161","10","3","TBR"
"21162","6","10","OAK"
"21163","5","1","TBR"
"21164","2","7","OAK"
"21165","1","2","OAK"
"21166","10","3","TBR"
"21167","9","2","TBR"
"21168","9","5","TBR"
"21169","2","10","OAK"
"21170","8","6","TBR"
"21171","5","8","OAK"
"21172","5","4","TBR"
"21173","5","7","OAK"
"21174","4","3","TBR"
"21175","4","9","OAK"
"21176","2","4","OAK"
"21177","3","10","OAK"
"21178","4","9","OAK"
"21179","3","6","OAK"
"21180","4","12","OAK"
"21181","15","7","TBR"
"21182","5","5","TBR"
"21183","3","3","TBR"
"21184","7","3","TBR"
"21185","1","4","OAK"
"21186","12","7","TBR"
"21187","2","11","OAK"
"21188","9","7","TBR"
"21189","8","5","TBR"
"21190","7","5","TBR"
"21191","2","10","OAK"
"21192","4","4","OAK"
"21193","0","4","OAK"
"21194","3","5","OAK"
"21195","3","3","OAK"
"21196","2","6","OAK"
"21197","8","3","TBR"
"21198","6","1","TBR"
"21199","2","8","OAK"
"21200","4","7","OAK"
"21201","7","3","TBR"
"21202","4","9","OAK"
"21203","6","4","TBR"
"21204","5","8","OAK"
"21205","2","8","OAK"
"21206","8","13","OAK"
"21207","6","5","TBR"
"21208","1","6","OAK"
"21209","2","1","TBR"
"21210","6","6","OAK"
"21211","2","0","TBR"
"21212","2","0","TBR"
"21213","9","3","TBR"
"21214","4","5","OAK"
"21215","4","5","OAK"
"21216","7","4","TBR"
"21217","5","4","TBR"
"21218","3","0","TBR"
"21219","6","3","TBR"
"21220","4","5","OAK"
"21221","4","6","OAK"
"21222","8","3","TBR"
"21223","2","9","OAK"
"21224","2","1","TBR"
"21225","3","3","OAK"
"21226","5","7","OAK"
"21227","3","6","OAK"
"21228","1","10","OAK"
"21229","6","9","OAK"
"21230","6","5","TBR"
"21231","7","10","OAK"
"21232","2","2","TBR"
"21233","1","7","OAK"
"21234","3","9","OAK"
"21235","7","13","OAK"
"21236","5","1","TBR"
"21237","9","0","TBR"
"21238","5","4","TBR"
"21239","3","1","TBR"
"21240","3","7","OAK"
"21241","6","3","TBR"
"21242","2","9","OAK"
"21243","8","8","TBR"
"21244","3","2","TBR"
"21245","2","9","OAK"
"21246","1","1","TBR"
"21247","4","9","OAK"
"21248","15","3","TBR"
"21249","3","9","OAK"
"21250","9","12","OAK"
"21251","5","3","TBR"
"21252","2","5","OAK"
"21253","12","6","TBR"
"21254","4","1","TBR"
"21255","3","8","OAK"
"21256","12","8","TBR"
"21257","0","10","OAK"
"21258","13","3","TBR"
"21259","6","7","OAK"
"21260","3","8","OAK"
"21261","7","3","TBR"
"21262","3","1","TBR"
"21263","6","1","TBR"
"21264","5","5","OAK"
"21265","4","7","OAK"
"21266","0","6","OAK"
"21267","3","2","TBR"
"21268","2","5","OAK"
"21269","5","8","OAK"
"21270","2","1","TBR"
"21271","3","4","OAK"
"21272","3","9","OAK"
"21273","3","2","TBR"
"21274","4","5","OAK"
"21275","7","2","TBR"
"21276","1","8","OAK"
"21277","5","2","TBR"
"21278","2","4","OAK"
"21279","7","7","OAK"
"21280","7","7","TBR"
"21281","4","12","OAK"
"21282","1","6","OAK"
"21283","3","4","OAK"
"21284","6","6","OAK"
"21285","4","6","OAK"
"21286","4","0","TBR"
"21287","1","9","OAK"
"21288","6","8","OAK"
"21289","2","5","OAK"
"21290","7","4","TBR"
"21291","7","5","TBR"
"21292","0","2","OAK"
"21293","7","0","TBR"
"21294","14","6","TBR"
"21295","4","3","TBR"
"21296","5","5","OAK"
"21297","4","4","TBR"
"21298","2","1","TBR"
"21299","2","2","TBR"
"21300","3","2","TBR"
"21301","8","8","OAK"
"21302","4","5","OAK"
"21303","6","2","TBR"
"21304","6","7","OAK"
"21305","4","3","TBR"
"21306","0","1","OAK"
"21307","4","9","OAK"
"21308","2","5","OAK"
"21309","2","9","OAK"
"21310","8","2","TBR"
"21311","7","6","TBR"
"21312","2","1","TBR"
"21313","0","1","OAK"
"21314","6","7","OAK"
"21315","8","5","TBR"
"21316","7","6","TBR"
"21317","2","4","OAK"
"21318","7","4","TBR"
"21319","3","7","OAK"
"21320","4","4","TBR"
"21321","3","9","OAK"
"21322","9","6","TBR"
"21323","9","4","TBR"
"21324","5","7","OAK"
"21325","5","15","OAK"
"21326","6","7","OAK"
"21327","4","5","OAK"
"21328","4","7","OAK"
"21329","8","5","TBR"
"21330","9","9","TBR"
"21331","5","3","TBR"
"21332","3","3","OAK"
"21333","3","3","TBR"
"21334","4","7","OAK"
"21335","13","6","TBR"
"21336","0","6","OAK"
"21337","19","5","TBR"
"21338","3","3","TBR"
"21339","1","6","OAK"
"21340","4","5","OAK"
"21341","5","11","OAK"
"21342","4","4","TBR"
"21343","4","1","TBR"
"21344","3","6","OAK"
"21345","8","3","TBR"
"21346","6","7","OAK"
"21347","8","7","TBR"
"21348","10","9","TBR"
"21349","4","5","OAK"
"21350","4","7","OAK"
"21351","4","2","TBR"
"21352","4","11","OAK"
"21353","5","3","TBR"
"21354","5","3","TBR"
"21355","9","2","TBR"
"21356","9","8","TBR"
"21357","5","1","TBR"
"21358","4","4","OAK"
"21359","4","15","OAK"
"21360","16","10","TBR"
"21361","3","7","OAK"
"21362","4","0","TBR"
"21363","4","4","OAK"
"21364","5","10","OAK"
"21365","0","4","OAK"
"21366","3","4","OAK"
"21367","8","9","OAK"
"21368","4","3","TBR"
"21369","4","0","TBR"
"21370","10","5","TBR"
"21371","1","2","OAK"
"21372","4","7","OAK"
"21373","1","2","OAK"
"21374","3","5","OAK"
"21375","7","4","TBR"
"21376","3","1","TBR"
"21377","6","4","TBR"
"21378","8","2","TBR"
"21379","3","4","OAK"
"21380","6","3","TBR"
"21381","5","4","TBR"
"21382","8","6","TBR"
"21383","4","4","TBR"
"21384","2","6","OAK"
"21385","5","1","TBR"
"21386","5","8","OAK"
"21387","6","5","TBR"
"21388","1","4","OAK"
"21389","7","8","OAK"
"21390","5","11","OAK"
"21391","8","1","TBR"
"21392","3","6","OAK"
"21393","4","2","TBR"
"21394","1","4","OAK"
"21395","11","2","TBR"
"21396","2","5","OAK"
"21397","7","7","OAK"
"21398","4","4","TBR"
"21399","5","5","OAK"
"21400","6","9","OAK"
"21401","4","5","OAK"
"21402","7","18","OAK"
"21403","3","2","TBR"
"21404","1","1","TBR"
"21405","2","3","OAK"
"21406","7","7","OAK"
"21407","5","7","OAK"
"21408","3","7","OAK"
"21409","2","2","OAK"
"21410","8","8","TBR"
"21411","5","1","TBR"
"21412","9","8","TBR"
"21413","4","4","OAK"
"21414","12","6","TBR"
"21415","1","4","OAK"
"21416","3","3","TBR"
"21417","12","5","TBR"
"21418","3","8","OAK"
"21419","6","8","OAK"
"21420","5","5","OAK"
"21421","4","7","OAK"
"21422","5","16","OAK"
"21423","6","4","TBR"
"21424","4","5","OAK"
"21425","6","2","TBR"
"21426","1","4","OAK"
"21427","1","0","TBR"
"21428","5","2","TBR"
"21429","3","3","TBR"
"21430","3","7","OAK"
"21431","7","5","TBR"
"21432","0","1","OAK"
"21433","3","11","OAK"
"21434","4","3","TBR"
"21435","4","9","OAK"
"21436","1","9","OAK"
"21437","8","4","TBR"
"21438","1","8","OAK"
"21439","8","7","TBR"
"21440","5","8","OAK"
"21441","6","0","TBR"
"21442","9","2","TBR"
"21443","9","10","OAK"
"21444","4","6","OAK"
"21445","1","9","OAK"
"21446","4","6","OAK"
"21447","0","3","OAK"
"21448","12","5","TBR"
"21449","7","5","TBR"
"21450","10","1","TBR"
"21451","2","13","OAK"
"21452","1","0","TBR"
"21453","3","4","OAK"
"21454","10","13","OAK"
"21455","6","6","TBR"
"21456","0","5","OAK"
"21457","2","3","OAK"
"21458","5","7","OAK"
"21459","10","1","TBR"
"21460","11","13","OAK"
"21461","3","7","OAK"
"21462","4","4","TBR"
"21463","4","1","TBR"
"21464","1","3","OAK"
"21465","9","6","TBR"
"21466","3","0","TBR"
"21467","7","2","TBR"
"21468","4","2","TBR"
"21469","6","2","TBR"
"21470","8","6","TBR"
"21471","3","2","TBR"
"21472","8","2","TBR"
"21473","4","13","OAK"
"21474","1","12","OAK"
"21475","5","2","TBR"
"21476","11","6","TBR"
"21477","12","0","TBR"
"21478","7","2","TBR"
"21479","7","5","TBR"
"21480","3","5","OAK"
"21481","6","6","TBR"
"21482","6","2","TBR"
"21483","7","3","TBR"
"21484","3","3","OAK"
"21485","7","5","TBR"
"21486","3","5","OAK"
"21487","9","4","TBR"
"21488","9","2","TBR"
"21489","2","11","OAK"
"21490","11","2","TBR"
"21491","6","11","OAK"
"21492","1","8","OAK"
"21493","5","2","TBR"
"21494","3","3","OAK"
"21495","7","3","TBR"
"21496","15","13","TBR"
"21497","4","4","OAK"
"21498","6","1","TBR"
"21499","0","9","OAK"
"21500","3","12","OAK"
"21501","10","11","OAK"
"21502","4","15","OAK"
"21503","4","1","TBR"
"21504","2","8","OAK"
"21505","2","6","OAK"
"21506","2","6","OAK"
"21507","3","0","TBR"
"21508","8","3","TBR"
"21509","5","11","OAK"
"21510","5","2","TBR"
"21511","1","3","OAK"
"21512","6","4","TBR"
"21513","4","6","OAK"
"21514","2","13","OAK"
"21515","0","8","OAK"
"21516","3","2","TBR"
"21517","2","6","OAK"
"21518","5","4","TBR"
"21519","1","9","OAK"
"21520","6","0","TBR"
"21521","5","4","TBR"
"21522","4","5","OAK"
"21523","7","4","TBR"
"21524","4","1","TBR"
"21525","11","4","TBR"
"21526","4","6","OAK"
"21527","6","5","TBR"
"21528","4","5","OAK"
"21529","7","5","TBR"
"21530","9","13","OAK"
"21531","3","3","TBR"
"21532","8","10","OAK"
"21533","3","1","TBR"
"21534","1","12","OAK"
"21535","5","2","TBR"
"21536","9","7","TBR"
"21537","4","5","OAK"
"21538","10","5","TBR"
"21539","1","2","OAK"
"21540","5","4","TBR"
"21541","4","1","TBR"
"21542","0","6","OAK"
"21543","4","5","OAK"
"21544","0","1","OAK"
"21545","3","2","TBR"
"21546","5","9","OAK"
"21547","8","10","OAK"
"21548","2","5","OAK"
"21549","8","6","TBR"
"21550","4","6","OAK"
"21551","2","6","OAK"
"21552","3","1","TBR"
"21553","5","5","TBR"
"21554","9","6","TBR"
"21555","2","15","OAK"
"21556","2","3","OAK"
"21557","1","8","OAK"
"21558","4","8","OAK"
"21559","0","5","OAK"
"21560","5","0","TBR"
"21561","5","4","TBR"
"21562","6","3","TBR"
"21563","9","6","TBR"
"21564","2","8","OAK"
"21565","2","5","OAK"
"21566","6","2","TBR"
"21567","6","3","TBR"
"21568","8","6","TBR"
"21569","6","7","OAK"
"21570","0","7","OAK"
"21571","9","1","TBR"
"21572","4","4","TBR"
"21573","8","8","TBR"
"21574","11","9","TBR"
"21575","12","11","TBR"
"21576","8","4","TBR"
"21577","11","3","TBR"
"21578","4","5","OAK"
"21579","2","8","OAK"
"21580","5","9","OAK"
"21581","5","6","OAK"
"21582","3","7","OAK"
"21583","13","5","TBR"
"21584","12","4","TBR"
"21585","4","6","OAK"
"21586","0","6","OAK"
"21587","1","8","OAK"
"21588","3","5","OAK"
"21589","8","4","TBR"
"21590","5","1","TBR"
"21591","2","6","OAK"
"21592","4","3","TBR"
"21593","10","3","TBR"
"21594","4","7","OAK"
"21595","1","3","OAK"
"21596","2","4","OAK"
"21597","9","11","OAK"
"21598","11","0","TBR"
"21599","3","4","OAK"
"21600","2","8","OAK"
"21601","4","2","TBR"
"21602","6","3","TBR"
"21603","0","3","OAK"
"21604","9","2","TBR"
"21605","1","5","OAK"
"21606","5","6","OAK"
"21607","1","4","OAK"
"21608","2","5","OAK"
"21609","3","10","OAK"
"21610","5","4","TBR"
"21611","7","4","TBR"
"21612","8","1","TBR"
"21613","2","8","OAK"
"21614","5","8","OAK"
"21615","8","4","TBR"
"21616","0","5","OAK"
"21617","0","5","OAK"
"21618","6","5","TBR"
"21619","6","4","TBR"
"21620","5","7","OAK"
"21621","5","5","OAK"
"21622","3","4","OAK"
"21623","8","7","TBR"
"21624","5","4","TBR"
"21625","2","7","OAK"
"21626","4","8","OAK"
"21627","3","20","OAK"
"21628","0","1","OAK"
"21629","7","4","TBR"
"21630","4","3","TBR"
"21631","5","0","TBR"
"21632","3","6","OAK"
"21633","7","9","OAK"
"21634","3","5","OAK"
"21635","4","4","TBR"
"21636","6","2","TBR"
"21637","5","3","TBR"
"21638","10","6","TBR"
"21639","5","4","TBR"
"21640","3","11","OAK"
