"","WSN","LAD","Series Winner"
"80163","3","0","WSN"
"80164","3","1","WSN"
"80165","3","2","WSN"
"80166","2","3","LAD"
"80167","1","3","LAD"
"80168","3","2","WSN"
"80169","2","3","LAD"
"80170","3","2","WSN"
"80171","1","3","LAD"
"80172","2","3","LAD"
"80173","0","3","LAD"
"80174","2","3","LAD"
"80175","2","3","LAD"
"80176","0","3","LAD"
"80177","2","3","LAD"
"80178","3","1","WSN"
"80179","0","3","LAD"
"80180","2","3","LAD"
"80181","2","3","LAD"
"80182","2","3","LAD"
"80183","3","2","WSN"
"80184","3","1","WSN"
"80185","3","2","WSN"
"80186","2","3","LAD"
"80187","2","3","LAD"
"80188","1","3","LAD"
"80189","1","3","LAD"
"80190","0","3","LAD"
"80191","2","3","LAD"
"80192","3","1","WSN"
"80193","0","3","LAD"
"80194","0","3","LAD"
"80195","3","1","WSN"
"80196","3","1","WSN"
"80197","2","3","LAD"
"80198","0","3","LAD"
"80199","0","3","LAD"
"80200","1","3","LAD"
"80201","3","2","WSN"
"80202","3","1","WSN"
"80203","3","2","WSN"
"80204","1","3","LAD"
"80205","0","3","LAD"
"80206","3","1","WSN"
"80207","2","3","LAD"
"80208","2","3","LAD"
"80209","2","3","LAD"
"80210","1","3","LAD"
"80211","3","1","WSN"
"80212","2","3","LAD"
"80213","1","3","LAD"
"80214","2","3","LAD"
"80215","1","3","LAD"
"80216","3","1","WSN"
"80217","3","1","WSN"
"80218","2","3","LAD"
"80219","3","2","WSN"
"80220","0","3","LAD"
"80221","3","0","WSN"
"80222","3","1","WSN"
"80223","0","3","LAD"
"80224","1","3","LAD"
"80225","0","3","LAD"
"80226","2","3","LAD"
"80227","0","3","LAD"
"80228","3","2","WSN"
"80229","2","3","LAD"
"80230","1","3","LAD"
"80231","2","3","LAD"
"80232","0","3","LAD"
"80233","2","3","LAD"
"80234","3","1","WSN"
"80235","0","3","LAD"
"80236","2","3","LAD"
"80237","3","1","WSN"
"80238","1","3","LAD"
"80239","2","3","LAD"
"80240","3","2","WSN"
"80241","0","3","LAD"
"80242","0","3","LAD"
"80243","1","3","LAD"
"80244","2","3","LAD"
"80245","2","3","LAD"
"80246","3","1","WSN"
"80247","0","3","LAD"
"80248","3","0","WSN"
"80249","3","0","WSN"
"80250","1","3","LAD"
"80251","2","3","LAD"
"80252","0","3","LAD"
"80253","3","0","WSN"
"80254","2","3","LAD"
"80255","0","3","LAD"
"80256","3","2","WSN"
"80257","2","3","LAD"
"80258","2","3","LAD"
"80259","0","3","LAD"
"80260","1","3","LAD"
"80261","1","3","LAD"
"80262","1","3","LAD"
"80263","0","3","LAD"
"80264","3","2","WSN"
"80265","2","3","LAD"
"80266","1","3","LAD"
"80267","0","3","LAD"
"80268","2","3","LAD"
"80269","3","1","WSN"
"80270","3","2","WSN"
"80271","3","1","WSN"
"80272","2","3","LAD"
"80273","3","0","WSN"
"80274","3","1","WSN"
"80275","3","1","WSN"
"80276","0","3","LAD"
"80277","3","0","WSN"
"80278","2","3","LAD"
"80279","3","1","WSN"
"80280","1","3","LAD"
"80281","0","3","LAD"
"80282","0","3","LAD"
"80283","2","3","LAD"
"80284","0","3","LAD"
"80285","3","0","WSN"
"80286","2","3","LAD"
"80287","2","3","LAD"
"80288","1","3","LAD"
"80289","3","1","WSN"
"80290","3","1","WSN"
"80291","0","3","LAD"
"80292","2","3","LAD"
"80293","3","2","WSN"
"80294","1","3","LAD"
"80295","1","3","LAD"
"80296","2","3","LAD"
"80297","3","1","WSN"
"80298","3","1","WSN"
"80299","2","3","LAD"
"80300","1","3","LAD"
"80301","1","3","LAD"
"80302","1","3","LAD"
"80303","2","3","LAD"
"80304","1","3","LAD"
"80305","2","3","LAD"
"80306","3","2","WSN"
"80307","3","1","WSN"
"80308","3","0","WSN"
"80309","1","3","LAD"
"80310","1","3","LAD"
"80311","1","3","LAD"
"80312","0","3","LAD"
"80313","3","2","WSN"
"80314","3","2","WSN"
"80315","3","1","WSN"
"80316","2","3","LAD"
"80317","2","3","LAD"
"80318","3","1","WSN"
"80319","0","3","LAD"
"80320","1","3","LAD"
"80321","0","3","LAD"
"80322","2","3","LAD"
"80323","2","3","LAD"
"80324","0","3","LAD"
"80325","0","3","LAD"
"80326","2","3","LAD"
"80327","2","3","LAD"
"80328","1","3","LAD"
"80329","2","3","LAD"
"80330","1","3","LAD"
"80331","0","3","LAD"
"80332","3","2","WSN"
"80333","1","3","LAD"
"80334","0","3","LAD"
"80335","2","3","LAD"
"80336","2","3","LAD"
"80337","2","3","LAD"
"80338","3","1","WSN"
"80339","0","3","LAD"
"80340","3","1","WSN"
"80341","3","1","WSN"
"80342","3","1","WSN"
"80343","3","0","WSN"
"80344","3","0","WSN"
"80345","0","3","LAD"
"80346","1","3","LAD"
"80347","3","1","WSN"
"80348","0","3","LAD"
"80349","2","3","LAD"
"80350","0","3","LAD"
"80351","0","3","LAD"
"80352","1","3","LAD"
"80353","1","3","LAD"
"80354","3","1","WSN"
"80355","1","3","LAD"
"80356","1","3","LAD"
"80357","1","3","LAD"
"80358","3","2","WSN"
"80359","3","0","WSN"
"80360","1","3","LAD"
"80361","3","1","WSN"
"80362","1","3","LAD"
"80363","2","3","LAD"
"80364","1","3","LAD"
"80365","0","3","LAD"
"80366","0","3","LAD"
"80367","3","1","WSN"
"80368","1","3","LAD"
"80369","2","3","LAD"
"80370","2","3","LAD"
"80371","3","0","WSN"
"80372","1","3","LAD"
"80373","0","3","LAD"
"80374","1","3","LAD"
"80375","0","3","LAD"
"80376","1","3","LAD"
"80377","3","1","WSN"
"80378","2","3","LAD"
"80379","0","3","LAD"
"80380","2","3","LAD"
"80381","0","3","LAD"
"80382","3","1","WSN"
"80383","1","3","LAD"
"80384","0","3","LAD"
"80385","1","3","LAD"
"80386","2","3","LAD"
"80387","3","2","WSN"
"80388","1","3","LAD"
"80389","1","3","LAD"
"80390","3","1","WSN"
"80391","2","3","LAD"
"80392","0","3","LAD"
"80393","3","2","WSN"
"80394","2","3","LAD"
"80395","1","3","LAD"
"80396","3","2","WSN"
"80397","1","3","LAD"
"80398","2","3","LAD"
"80399","1","3","LAD"
"80400","1","3","LAD"
"80401","0","3","LAD"
"80402","1","3","LAD"
"80403","2","3","LAD"
"80404","1","3","LAD"
"80405","1","3","LAD"
"80406","1","3","LAD"
"80407","3","2","WSN"
"80408","3","1","WSN"
"80409","2","3","LAD"
"80410","3","1","WSN"
"80411","2","3","LAD"
"80412","1","3","LAD"
"80413","1","3","LAD"
"80414","2","3","LAD"
"80415","2","3","LAD"
"80416","2","3","LAD"
"80417","0","3","LAD"
"80418","2","3","LAD"
"80419","2","3","LAD"
"80420","1","3","LAD"
"80421","2","3","LAD"
"80422","0","3","LAD"
"80423","3","1","WSN"
"80424","3","2","WSN"
"80425","1","3","LAD"
"80426","0","3","LAD"
"80427","0","3","LAD"
"80428","0","3","LAD"
"80429","0","3","LAD"
"80430","3","1","WSN"
"80431","3","0","WSN"
"80432","2","3","LAD"
"80433","1","3","LAD"
"80434","0","3","LAD"
"80435","0","3","LAD"
"80436","3","1","WSN"
"80437","1","3","LAD"
"80438","0","3","LAD"
"80439","0","3","LAD"
"80440","3","1","WSN"
"80441","2","3","LAD"
"80442","1","3","LAD"
"80443","3","1","WSN"
"80444","3","0","WSN"
"80445","1","3","LAD"
"80446","3","1","WSN"
"80447","1","3","LAD"
"80448","3","1","WSN"
"80449","3","0","WSN"
"80450","3","1","WSN"
"80451","2","3","LAD"
"80452","1","3","LAD"
"80453","1","3","LAD"
"80454","0","3","LAD"
"80455","1","3","LAD"
"80456","3","1","WSN"
"80457","1","3","LAD"
"80458","3","2","WSN"
"80459","1","3","LAD"
"80460","3","1","WSN"
"80461","1","3","LAD"
"80462","0","3","LAD"
"80463","3","1","WSN"
"80464","0","3","LAD"
"80465","2","3","LAD"
"80466","3","1","WSN"
"80467","1","3","LAD"
"80468","3","0","WSN"
"80469","2","3","LAD"
"80470","1","3","LAD"
"80471","0","3","LAD"
"80472","1","3","LAD"
"80473","2","3","LAD"
"80474","2","3","LAD"
"80475","0","3","LAD"
"80476","2","3","LAD"
"80477","0","3","LAD"
"80478","2","3","LAD"
"80479","1","3","LAD"
"80480","2","3","LAD"
"80481","1","3","LAD"
"80482","2","3","LAD"
"80483","2","3","LAD"
"80484","2","3","LAD"
"80485","3","1","WSN"
"80486","2","3","LAD"
"80487","3","1","WSN"
"80488","2","3","LAD"
"80489","0","3","LAD"
"80490","1","3","LAD"
"80491","2","3","LAD"
"80492","2","3","LAD"
"80493","1","3","LAD"
"80494","3","1","WSN"
"80495","3","1","WSN"
"80496","2","3","LAD"
"80497","3","1","WSN"
"80498","2","3","LAD"
"80499","0","3","LAD"
"80500","3","1","WSN"
"80501","1","3","LAD"
"80502","0","3","LAD"
"80503","3","0","WSN"
"80504","0","3","LAD"
"80505","1","3","LAD"
"80506","2","3","LAD"
"80507","0","3","LAD"
"80508","2","3","LAD"
"80509","2","3","LAD"
"80510","2","3","LAD"
"80511","0","3","LAD"
"80512","1","3","LAD"
"80513","2","3","LAD"
"80514","0","3","LAD"
"80515","2","3","LAD"
"80516","0","3","LAD"
"80517","2","3","LAD"
"80518","1","3","LAD"
"80519","0","3","LAD"
"80520","1","3","LAD"
"80521","0","3","LAD"
"80522","0","3","LAD"
"80523","0","3","LAD"
"80524","2","3","LAD"
"80525","0","3","LAD"
"80526","0","3","LAD"
"80527","3","1","WSN"
"80528","0","3","LAD"
"80529","3","1","WSN"
"80530","3","1","WSN"
"80531","0","3","LAD"
"80532","2","3","LAD"
"80533","2","3","LAD"
"80534","0","3","LAD"
"80535","2","3","LAD"
"80536","2","3","LAD"
"80537","2","3","LAD"
"80538","2","3","LAD"
"80539","3","1","WSN"
"80540","3","0","WSN"
"80541","1","3","LAD"
"80542","0","3","LAD"
"80543","3","1","WSN"
"80544","2","3","LAD"
"80545","2","3","LAD"
"80546","2","3","LAD"
"80547","0","3","LAD"
"80548","3","2","WSN"
"80549","0","3","LAD"
"80550","2","3","LAD"
"80551","2","3","LAD"
"80552","2","3","LAD"
"80553","0","3","LAD"
"80554","3","0","WSN"
"80555","3","1","WSN"
"80556","1","3","LAD"
"80557","3","1","WSN"
"80558","3","2","WSN"
"80559","1","3","LAD"
"80560","3","0","WSN"
"80561","2","3","LAD"
"80562","3","0","WSN"
"80563","3","2","WSN"
"80564","2","3","LAD"
"80565","3","1","WSN"
"80566","1","3","LAD"
"80567","1","3","LAD"
"80568","3","2","WSN"
"80569","0","3","LAD"
"80570","3","1","WSN"
"80571","3","2","WSN"
"80572","3","1","WSN"
"80573","1","3","LAD"
"80574","3","2","WSN"
"80575","1","3","LAD"
"80576","3","1","WSN"
"80577","1","3","LAD"
"80578","1","3","LAD"
"80579","2","3","LAD"
"80580","2","3","LAD"
"80581","3","1","WSN"
"80582","2","3","LAD"
"80583","1","3","LAD"
"80584","3","2","WSN"
"80585","1","3","LAD"
"80586","3","1","WSN"
"80587","3","0","WSN"
"80588","0","3","LAD"
"80589","1","3","LAD"
"80590","0","3","LAD"
"80591","2","3","LAD"
"80592","2","3","LAD"
"80593","2","3","LAD"
"80594","3","1","WSN"
"80595","2","3","LAD"
"80596","3","1","WSN"
"80597","1","3","LAD"
"80598","1","3","LAD"
"80599","3","2","WSN"
"80600","2","3","LAD"
"80601","3","2","WSN"
"80602","1","3","LAD"
"80603","2","3","LAD"
"80604","0","3","LAD"
"80605","3","2","WSN"
"80606","3","1","WSN"
"80607","1","3","LAD"
"80608","2","3","LAD"
"80609","3","1","WSN"
"80610","2","3","LAD"
"80611","1","3","LAD"
"80612","3","2","WSN"
"80613","3","0","WSN"
"80614","0","3","LAD"
"80615","3","0","WSN"
"80616","0","3","LAD"
"80617","3","1","WSN"
"80618","0","3","LAD"
"80619","3","1","WSN"
"80620","3","0","WSN"
"80621","1","3","LAD"
"80622","2","3","LAD"
"80623","0","3","LAD"
"80624","1","3","LAD"
"80625","1","3","LAD"
"80626","0","3","LAD"
"80627","3","1","WSN"
"80628","2","3","LAD"
"80629","1","3","LAD"
"80630","2","3","LAD"
"80631","1","3","LAD"
"80632","3","1","WSN"
"80633","0","3","LAD"
"80634","0","3","LAD"
"80635","2","3","LAD"
"80636","0","3","LAD"
"80637","0","3","LAD"
"80638","3","2","WSN"
"80639","3","1","WSN"
"80640","3","2","WSN"
"80641","0","3","LAD"
"80642","0","3","LAD"
"80643","3","1","WSN"
"80644","2","3","LAD"
"80645","1","3","LAD"
"80646","1","3","LAD"
"80647","2","3","LAD"
"80648","0","3","LAD"
"80649","0","3","LAD"
"80650","2","3","LAD"
"80651","1","3","LAD"
"80652","2","3","LAD"
"80653","3","1","WSN"
"80654","1","3","LAD"
"80655","3","1","WSN"
"80656","3","1","WSN"
"80657","2","3","LAD"
"80658","2","3","LAD"
"80659","2","3","LAD"
"80660","3","1","WSN"
"80661","1","3","LAD"
"80662","0","3","LAD"
"80663","0","3","LAD"
"80664","0","3","LAD"
"80665","3","1","WSN"
"80666","2","3","LAD"
"80667","0","3","LAD"
"80668","1","3","LAD"
"80669","1","3","LAD"
"80670","0","3","LAD"
"80671","1","3","LAD"
"80672","1","3","LAD"
"80673","1","3","LAD"
"80674","0","3","LAD"
"80675","1","3","LAD"
"80676","1","3","LAD"
"80677","1","3","LAD"
"80678","2","3","LAD"
"80679","1","3","LAD"
"80680","1","3","LAD"
"80681","1","3","LAD"
"80682","3","1","WSN"
"80683","0","3","LAD"
"80684","3","0","WSN"
"80685","2","3","LAD"
"80686","0","3","LAD"
"80687","0","3","LAD"
"80688","1","3","LAD"
"80689","3","1","WSN"
"80690","3","1","WSN"
"80691","0","3","LAD"
"80692","2","3","LAD"
"80693","1","3","LAD"
"80694","2","3","LAD"
"80695","0","3","LAD"
"80696","2","3","LAD"
"80697","1","3","LAD"
"80698","2","3","LAD"
"80699","3","2","WSN"
"80700","0","3","LAD"
"80701","2","3","LAD"
"80702","0","3","LAD"
"80703","1","3","LAD"
"80704","2","3","LAD"
"80705","1","3","LAD"
"80706","2","3","LAD"
"80707","0","3","LAD"
"80708","3","0","WSN"
"80709","0","3","LAD"
"80710","0","3","LAD"
"80711","1","3","LAD"
"80712","3","2","WSN"
"80713","0","3","LAD"
"80714","1","3","LAD"
"80715","2","3","LAD"
"80716","3","1","WSN"
"80717","3","2","WSN"
"80718","1","3","LAD"
"80719","3","1","WSN"
"80720","0","3","LAD"
"80721","0","3","LAD"
"80722","1","3","LAD"
"80723","3","1","WSN"
"80724","2","3","LAD"
"80725","3","2","WSN"
"80726","1","3","LAD"
"80727","3","2","WSN"
"80728","1","3","LAD"
"80729","0","3","LAD"
"80730","3","1","WSN"
"80731","1","3","LAD"
"80732","2","3","LAD"
"80733","2","3","LAD"
"80734","0","3","LAD"
"80735","2","3","LAD"
"80736","2","3","LAD"
"80737","3","1","WSN"
"80738","2","3","LAD"
"80739","2","3","LAD"
"80740","0","3","LAD"
"80741","2","3","LAD"
"80742","0","3","LAD"
"80743","0","3","LAD"
"80744","1","3","LAD"
"80745","3","0","WSN"
"80746","0","3","LAD"
"80747","3","1","WSN"
"80748","2","3","LAD"
"80749","3","2","WSN"
"80750","2","3","LAD"
"80751","0","3","LAD"
"80752","3","0","WSN"
"80753","2","3","LAD"
"80754","0","3","LAD"
"80755","2","3","LAD"
"80756","1","3","LAD"
"80757","2","3","LAD"
"80758","1","3","LAD"
"80759","2","3","LAD"
"80760","3","0","WSN"
"80761","3","2","WSN"
"80762","1","3","LAD"
"80763","2","3","LAD"
"80764","3","2","WSN"
"80765","3","2","WSN"
"80766","2","3","LAD"
"80767","2","3","LAD"
"80768","2","3","LAD"
"80769","0","3","LAD"
"80770","3","1","WSN"
"80771","0","3","LAD"
"80772","1","3","LAD"
"80773","1","3","LAD"
"80774","0","3","LAD"
"80775","3","0","WSN"
"80776","1","3","LAD"
"80777","2","3","LAD"
"80778","1","3","LAD"
"80779","2","3","LAD"
"80780","0","3","LAD"
"80781","0","3","LAD"
"80782","0","3","LAD"
"80783","1","3","LAD"
"80784","2","3","LAD"
"80785","1","3","LAD"
"80786","2","3","LAD"
"80787","3","0","WSN"
"80788","1","3","LAD"
"80789","3","1","WSN"
"80790","0","3","LAD"
"80791","1","3","LAD"
"80792","2","3","LAD"
"80793","3","1","WSN"
"80794","0","3","LAD"
"80795","1","3","LAD"
"80796","1","3","LAD"
"80797","0","3","LAD"
"80798","0","3","LAD"
"80799","3","1","WSN"
"80800","0","3","LAD"
"80801","3","1","WSN"
"80802","2","3","LAD"
"80803","1","3","LAD"
"80804","1","3","LAD"
"80805","3","2","WSN"
"80806","2","3","LAD"
"80807","1","3","LAD"
"80808","3","1","WSN"
"80809","1","3","LAD"
"80810","1","3","LAD"
"80811","2","3","LAD"
"80812","3","0","WSN"
"80813","2","3","LAD"
"80814","2","3","LAD"
"80815","0","3","LAD"
"80816","3","2","WSN"
"80817","1","3","LAD"
"80818","3","1","WSN"
"80819","0","3","LAD"
"80820","0","3","LAD"
"80821","1","3","LAD"
"80822","2","3","LAD"
"80823","2","3","LAD"
"80824","2","3","LAD"
"80825","2","3","LAD"
"80826","0","3","LAD"
"80827","2","3","LAD"
"80828","2","3","LAD"
"80829","1","3","LAD"
"80830","0","3","LAD"
"80831","3","2","WSN"
"80832","1","3","LAD"
"80833","1","3","LAD"
"80834","0","3","LAD"
"80835","2","3","LAD"
"80836","2","3","LAD"
"80837","1","3","LAD"
"80838","1","3","LAD"
"80839","2","3","LAD"
"80840","2","3","LAD"
"80841","1","3","LAD"
"80842","2","3","LAD"
"80843","3","1","WSN"
"80844","0","3","LAD"
"80845","3","1","WSN"
"80846","2","3","LAD"
"80847","0","3","LAD"
"80848","2","3","LAD"
"80849","2","3","LAD"
"80850","1","3","LAD"
"80851","0","3","LAD"
"80852","2","3","LAD"
"80853","3","1","WSN"
"80854","3","0","WSN"
"80855","3","0","WSN"
"80856","3","1","WSN"
"80857","0","3","LAD"
"80858","2","3","LAD"
"80859","1","3","LAD"
"80860","1","3","LAD"
"80861","3","2","WSN"
"80862","0","3","LAD"
"80863","2","3","LAD"
"80864","0","3","LAD"
"80865","2","3","LAD"
"80866","0","3","LAD"
"80867","2","3","LAD"
"80868","3","1","WSN"
"80869","3","0","WSN"
"80870","1","3","LAD"
"80871","0","3","LAD"
"80872","1","3","LAD"
"80873","0","3","LAD"
"80874","3","1","WSN"
"80875","0","3","LAD"
"80876","2","3","LAD"
"80877","0","3","LAD"
"80878","2","3","LAD"
"80879","1","3","LAD"
"80880","3","2","WSN"
"80881","3","1","WSN"
"80882","0","3","LAD"
"80883","1","3","LAD"
"80884","2","3","LAD"
"80885","2","3","LAD"
"80886","2","3","LAD"
"80887","2","3","LAD"
"80888","1","3","LAD"
"80889","1","3","LAD"
"80890","1","3","LAD"
"80891","1","3","LAD"
"80892","2","3","LAD"
"80893","3","0","WSN"
"80894","1","3","LAD"
"80895","2","3","LAD"
"80896","1","3","LAD"
"80897","1","3","LAD"
"80898","2","3","LAD"
"80899","2","3","LAD"
"80900","1","3","LAD"
"80901","2","3","LAD"
"80902","3","1","WSN"
"80903","1","3","LAD"
"80904","3","2","WSN"
"80905","2","3","LAD"
"80906","0","3","LAD"
"80907","2","3","LAD"
"80908","2","3","LAD"
"80909","2","3","LAD"
"80910","2","3","LAD"
"80911","2","3","LAD"
"80912","1","3","LAD"
"80913","3","1","WSN"
"80914","1","3","LAD"
"80915","2","3","LAD"
"80916","3","0","WSN"
"80917","1","3","LAD"
"80918","3","0","WSN"
"80919","2","3","LAD"
"80920","2","3","LAD"
"80921","3","1","WSN"
"80922","3","2","WSN"
"80923","0","3","LAD"
"80924","3","1","WSN"
"80925","3","2","WSN"
"80926","2","3","LAD"
"80927","1","3","LAD"
"80928","1","3","LAD"
"80929","1","3","LAD"
"80930","2","3","LAD"
"80931","2","3","LAD"
"80932","1","3","LAD"
"80933","2","3","LAD"
"80934","2","3","LAD"
"80935","1","3","LAD"
"80936","1","3","LAD"
"80937","3","1","WSN"
"80938","2","3","LAD"
"80939","1","3","LAD"
"80940","0","3","LAD"
"80941","0","3","LAD"
"80942","2","3","LAD"
"80943","2","3","LAD"
"80944","3","0","WSN"
"80945","0","3","LAD"
"80946","2","3","LAD"
"80947","3","0","WSN"
"80948","3","1","WSN"
"80949","2","3","LAD"
"80950","3","2","WSN"
"80951","2","3","LAD"
"80952","2","3","LAD"
"80953","2","3","LAD"
"80954","3","1","WSN"
"80955","0","3","LAD"
"80956","2","3","LAD"
"80957","2","3","LAD"
"80958","2","3","LAD"
"80959","2","3","LAD"
"80960","3","1","WSN"
"80961","2","3","LAD"
"80962","0","3","LAD"
"80963","0","3","LAD"
"80964","3","2","WSN"
"80965","3","1","WSN"
"80966","3","2","WSN"
"80967","3","2","WSN"
"80968","2","3","LAD"
"80969","2","3","LAD"
"80970","2","3","LAD"
"80971","2","3","LAD"
"80972","2","3","LAD"
"80973","1","3","LAD"
"80974","3","1","WSN"
"80975","1","3","LAD"
"80976","0","3","LAD"
"80977","3","0","WSN"
"80978","0","3","LAD"
"80979","1","3","LAD"
"80980","1","3","LAD"
"80981","2","3","LAD"
"80982","3","2","WSN"
"80983","2","3","LAD"
"80984","1","3","LAD"
"80985","2","3","LAD"
"80986","0","3","LAD"
"80987","1","3","LAD"
"80988","3","2","WSN"
"80989","2","3","LAD"
"80990","2","3","LAD"
"80991","3","2","WSN"
"80992","1","3","LAD"
"80993","3","0","WSN"
"80994","0","3","LAD"
"80995","3","1","WSN"
"80996","0","3","LAD"
"80997","2","3","LAD"
"80998","0","3","LAD"
"80999","2","3","LAD"
"81000","0","3","LAD"
"81001","3","1","WSN"
"81002","0","3","LAD"
"81003","2","3","LAD"
"81004","3","1","WSN"
"81005","0","3","LAD"
"81006","3","2","WSN"
"81007","2","3","LAD"
"81008","3","2","WSN"
"81009","3","1","WSN"
"81010","2","3","LAD"
"81011","1","3","LAD"
"81012","3","1","WSN"
"81013","0","3","LAD"
"81014","1","3","LAD"
"81015","2","3","LAD"
"81016","2","3","LAD"
"81017","1","3","LAD"
"81018","2","3","LAD"
"81019","0","3","LAD"
"81020","1","3","LAD"
"81021","0","3","LAD"
"81022","0","3","LAD"
"81023","1","3","LAD"
"81024","3","2","WSN"
"81025","0","3","LAD"
"81026","3","1","WSN"
"81027","1","3","LAD"
"81028","0","3","LAD"
"81029","1","3","LAD"
"81030","2","3","LAD"
"81031","1","3","LAD"
"81032","2","3","LAD"
"81033","3","0","WSN"
"81034","0","3","LAD"
"81035","3","0","WSN"
"81036","3","1","WSN"
"81037","3","1","WSN"
"81038","2","3","LAD"
"81039","3","1","WSN"
"81040","1","3","LAD"
"81041","1","3","LAD"
"81042","3","1","WSN"
"81043","0","3","LAD"
"81044","0","3","LAD"
"81045","1","3","LAD"
"81046","3","0","WSN"
"81047","3","1","WSN"
"81048","2","3","LAD"
"81049","1","3","LAD"
"81050","1","3","LAD"
"81051","3","1","WSN"
"81052","3","1","WSN"
"81053","1","3","LAD"
"81054","1","3","LAD"
"81055","0","3","LAD"
"81056","0","3","LAD"
"81057","3","1","WSN"
"81058","1","3","LAD"
"81059","2","3","LAD"
"81060","3","0","WSN"
"81061","3","2","WSN"
"81062","3","2","WSN"
"81063","3","1","WSN"
"81064","1","3","LAD"
"81065","3","0","WSN"
"81066","2","3","LAD"
"81067","1","3","LAD"
"81068","2","3","LAD"
"81069","0","3","LAD"
"81070","1","3","LAD"
"81071","2","3","LAD"
"81072","1","3","LAD"
"81073","1","3","LAD"
"81074","3","0","WSN"
"81075","1","3","LAD"
"81076","2","3","LAD"
"81077","1","3","LAD"
"81078","2","3","LAD"
"81079","2","3","LAD"
"81080","2","3","LAD"
"81081","0","3","LAD"
"81082","3","0","WSN"
"81083","2","3","LAD"
"81084","2","3","LAD"
"81085","3","1","WSN"
"81086","2","3","LAD"
"81087","3","2","WSN"
"81088","0","3","LAD"
"81089","1","3","LAD"
"81090","3","2","WSN"
"81091","2","3","LAD"
"81092","1","3","LAD"
"81093","1","3","LAD"
"81094","2","3","LAD"
"81095","1","3","LAD"
"81096","2","3","LAD"
"81097","1","3","LAD"
"81098","3","1","WSN"
"81099","1","3","LAD"
"81100","3","1","WSN"
"81101","2","3","LAD"
"81102","3","1","WSN"
"81103","2","3","LAD"
"81104","2","3","LAD"
"81105","2","3","LAD"
"81106","3","1","WSN"
"81107","0","3","LAD"
"81108","2","3","LAD"
"81109","1","3","LAD"
"81110","3","1","WSN"
"81111","1","3","LAD"
"81112","2","3","LAD"
"81113","0","3","LAD"
"81114","2","3","LAD"
"81115","0","3","LAD"
"81116","2","3","LAD"
"81117","2","3","LAD"
"81118","0","3","LAD"
"81119","1","3","LAD"
"81120","3","1","WSN"
"81121","0","3","LAD"
"81122","1","3","LAD"
"81123","1","3","LAD"
"81124","1","3","LAD"
"81125","3","2","WSN"
"81126","2","3","LAD"
"81127","2","3","LAD"
"81128","3","0","WSN"
"81129","1","3","LAD"
"81130","3","1","WSN"
"81131","2","3","LAD"
"81132","1","3","LAD"
"81133","2","3","LAD"
"81134","2","3","LAD"
"81135","0","3","LAD"
"81136","0","3","LAD"
"81137","2","3","LAD"
"81138","1","3","LAD"
"81139","1","3","LAD"
"81140","2","3","LAD"
"81141","3","0","WSN"
"81142","1","3","LAD"
"81143","0","3","LAD"
"81144","3","2","WSN"
"81145","0","3","LAD"
"81146","2","3","LAD"
"81147","2","3","LAD"
"81148","0","3","LAD"
"81149","0","3","LAD"
"81150","1","3","LAD"
"81151","0","3","LAD"
"81152","3","1","WSN"
"81153","2","3","LAD"
"81154","1","3","LAD"
"81155","1","3","LAD"
"81156","3","1","WSN"
"81157","2","3","LAD"
"81158","3","0","WSN"
"81159","0","3","LAD"
"81160","3","0","WSN"
"81161","1","3","LAD"
"81162","3","1","WSN"
"81163","3","2","WSN"
"81164","2","3","LAD"
"81165","3","2","WSN"
"81166","0","3","LAD"
"81167","1","3","LAD"
"81168","2","3","LAD"
"81169","2","3","LAD"
"81170","1","3","LAD"
"81171","2","3","LAD"
"81172","1","3","LAD"
"81173","3","2","WSN"
"81174","0","3","LAD"
"81175","3","2","WSN"
"81176","1","3","LAD"
"81177","1","3","LAD"
"81178","1","3","LAD"
"81179","1","3","LAD"
"81180","1","3","LAD"
"81181","0","3","LAD"
"81182","3","1","WSN"
"81183","2","3","LAD"
"81184","0","3","LAD"
"81185","2","3","LAD"
"81186","0","3","LAD"
"81187","3","0","WSN"
"81188","0","3","LAD"
"81189","1","3","LAD"
"81190","1","3","LAD"
"81191","2","3","LAD"
"81192","2","3","LAD"
"81193","2","3","LAD"
"81194","2","3","LAD"
"81195","2","3","LAD"
"81196","1","3","LAD"
"81197","2","3","LAD"
"81198","2","3","LAD"
"81199","3","2","WSN"
"81200","2","3","LAD"
"81201","3","1","WSN"
"81202","1","3","LAD"
"81203","3","1","WSN"
"81204","0","3","LAD"
"81205","2","3","LAD"
"81206","0","3","LAD"
"81207","3","2","WSN"
"81208","1","3","LAD"
"81209","0","3","LAD"
"81210","3","1","WSN"
"81211","2","3","LAD"
"81212","3","2","WSN"
"81213","1","3","LAD"
"81214","2","3","LAD"
"81215","0","3","LAD"
"81216","0","3","LAD"
"81217","0","3","LAD"
"81218","0","3","LAD"
"81219","0","3","LAD"
"81220","1","3","LAD"
"81221","0","3","LAD"
"81222","1","3","LAD"
"81223","2","3","LAD"
"81224","1","3","LAD"
"81225","0","3","LAD"
"81226","3","2","WSN"
"81227","0","3","LAD"
"81228","3","1","WSN"
"81229","0","3","LAD"
"81230","0","3","LAD"
"81231","2","3","LAD"
"81232","3","1","WSN"
"81233","3","1","WSN"
"81234","0","3","LAD"
"81235","2","3","LAD"
"81236","3","1","WSN"
"81237","3","0","WSN"
